id,Gender,Age,Height,Weight
1955,Female,26.0,1.6392509999999998,111.927001
1956,Female,26.0,1.654784,111.933152
1957,Female,26.0,1.641209,111.85649199999999
1958,Female,26.0,1.6431669999999998,111.89422900000001
1959,Female,25.966504,1.63073,104.790549
1960,Female,25.950898000000002,1.6498669999999998,104.791035
1961,Female,26.0,1.613574,107.01225600000001
1962,Female,26.0,1.627532,106.69053000000001
1963,Female,20.848608,1.726606,131.76807
1964,Female,20.801791,1.7214759999999998,131.042274
1965,Female,23.712641,1.7429009999999998,132.8071
1966,Female,24.063874,1.737313,133.166595
1967,Female,25.95774,1.62414,102.23344499999999
1968,Female,25.909353,1.644078,102.277765
1969,Female,25.954995,1.592529,102.874549
1970,Female,25.908829,1.607734,102.305767
1971,Female,19.297004,1.8172709999999999,141.917802
1972,Female,18.301773,1.8087650000000002,140.29201799999998
1973,Female,19.872667,1.817231,152.371911
1974,Female,18.13782,1.8197279999999998,151.278532
1975,Female,26.0,1.656465,111.949972
1976,Female,26.0,1.6481430000000001,111.95011299999999
1977,Female,26.0,1.622703,111.21619199999999
1978,Female,26.0,1.6406060000000002,111.03688100000001
1979,Female,25.42724,1.683502,104.75964300000001
1980,Female,25.795187,1.669039,104.593929
1981,Female,25.493585999999997,1.6736650000000002,104.704707
1982,Female,25.524335999999998,1.6689310000000002,104.76831800000001
1983,Female,20.908785,1.700996,126.49023600000001
1984,Female,20.781751,1.7340919999999997,125.11763300000001
1985,Female,21.289104000000002,1.708291,130.986338
1986,Female,21.210732,1.7164970000000002,130.871127
1987,Female,26.0,1.62495,111.00492
1988,Female,26.0,1.594776,110.640929
1989,Female,26.0,1.626503,110.818757
1990,Female,26.0,1.624576,110.80311699999999
1991,Female,21.656907,1.7290990000000002,134.842656
1992,Female,21.760734,1.7358099999999999,135.346677
1993,Female,21.028989000000003,1.7485240000000002,133.878843
1994,Female,21.282238,1.748951,133.662583
1995,Female,20.388049,1.777971,137.785027
1996,Female,21.022206,1.73995,135.69338100000002
1997,Female,20.102241,1.816868,153.959945
1998,Female,21.291969,1.8002,155.242672
1999,Female,20.530998,1.74647,133.644711
2000,Female,18.976968,1.759091,133.903612
2001,Female,20.924955999999998,1.752531,133.618706
2002,Female,21.282529999999998,1.761773,133.903469
2003,Female,26.0,1.6331950000000002,111.883747
2004,Female,26.0,1.633945,111.9307
2005,Female,26.0,1.6416009999999999,111.830924
2006,Female,26.0,1.641132,111.841706
2007,Female,25.999174,1.638218,104.810024
2008,Female,25.999942,1.627483,104.88199399999999
2009,Female,26.0,1.610225,104.93638100000001
2010,Female,26.0,1.6173899999999999,105.013901
2011,Female,23.365041,1.744319,133.45248999999998
2012,Female,23.421726,1.7554669999999999,133.478611
2013,Female,18.826782,1.746416,133.747012
2014,Female,18.940929999999998,1.7464110000000002,133.676663
2015,Female,25.921678,1.611452,102.36314899999999
2016,Female,25.940153,1.5968129999999998,102.320437
2017,Female,25.999636,1.610126,102.686908
2018,Female,25.907833,1.623113,102.55569100000001
2019,Female,25.991194,1.618348,104.94582
2020,Female,25.993154,1.609401,104.854928
2021,Female,25.988668,1.6216709999999999,105.31396699999999
2022,Female,25.976209,1.614484,104.999403
2023,Female,18.743586999999998,1.789143,138.202869
2024,Female,20.323767,1.7742069999999999,138.14316200000002
2025,Female,21.394047,1.792933,137.832414
2026,Female,21.838323000000003,1.758959,137.79299
2027,Female,18.20634,1.807406,141.799429
2028,Female,18.532826,1.7509099999999997,142.545183
2029,Female,20.438478,1.8058029999999998,153.14949099999998
2030,Female,20.796266,1.7965380000000002,152.473675
2031,Female,26.0,1.634894,111.946321
2032,Female,26.0,1.6395240000000002,111.94558799999999
2033,Female,26.0,1.6430169999999997,111.720238
2034,Female,26.0,1.6418490000000001,111.682693
2035,Female,26.0,1.621167,104.947703
2036,Female,25.992898,1.638075,105.03652199999999
2037,Female,26.0,1.60937,105.40731299999999
2038,Female,26.0,1.608283,105.35968799999999
2039,Female,25.951736999999998,1.629442,104.835346
2040,Female,25.982260999999998,1.629225,104.838425
2041,Female,25.470651999999998,1.680218,104.807284
2042,Female,25.289428,1.6860330000000001,104.772164
2043,Female,25.696073000000002,1.6629779999999998,110.93050900000001
2044,Female,25.561868,1.675185,110.621723
2045,Female,25.834018,1.62456,110.10588999999999
2046,Female,25.895546,1.626179,110.07401899999999
2047,Female,19.035557,1.682594,127.427458
2048,Female,18.634286,1.669354,126.088301
2049,Female,20.700876,1.68838,121.889803
2050,Female,20.741442000000003,1.694439,122.813033
2051,Female,21.695892,1.7554759999999998,133.870501
2052,Female,21.635977,1.7481060000000002,133.25903300000002
2053,Female,21.232658999999998,1.719913,131.56748100000002
2054,Female,21.008297,1.723587,131.92971200000002
2055,Female,25.962949,1.623812,109.996742
2056,Female,26.0,1.624099,109.978402
2057,Female,26.0,1.632983,111.15781100000001
2058,Female,26.0,1.6407450000000001,110.919646
2059,Female,26.0,1.6297270000000001,111.275646
2060,Female,26.0,1.624134,111.531208
2061,Female,25.964788000000002,1.6239379999999999,109.98426299999998
2062,Female,25.994949,1.593321,110.16816599999999
2063,Female,20.952737,1.7303330000000001,132.116491
2064,Female,20.978166,1.721057,132.054793
2065,Female,21.67447,1.7197799999999999,132.262558
2066,Female,21.568951000000002,1.6993150000000001,133.10761000000002
2067,Female,23.647935,1.6813939999999998,114.479459
2068,Female,24.196367000000002,1.6974209999999998,114.482386
2069,Female,24.284833,1.650726,113.774198
2070,Female,24.693108,1.6673830000000003,112.982549
2071,Female,18.862264,1.746277,128.70576100000002
2072,Female,18.423482,1.7354610000000001,126.79817299999999
2073,Female,20.394082,1.747714,128.148108
2074,Female,20.217015,1.7158200000000001,129.46654099999998
2075,Female,21.330178,1.747987,147.296186
2076,Female,19.528935999999998,1.8179169999999998,142.55916100000002
2077,Female,19.364339,1.80835,150.51648
2078,Female,21.131526,1.739457,150.37757
2079,Female,19.012872,1.742062,133.779919
2080,Female,18.469085999999997,1.741925,133.01710500000002
2081,Female,21.572114000000003,1.751067,133.84506399999998
2082,Female,21.680123000000002,1.749118,133.95509099999998
2083,Female,24.469756,1.663341,113.07718700000001
2084,Female,25.12791,1.668537,112.555456
2085,Female,25.986368,1.6689509999999999,112.24969899999999
2086,Female,25.951979,1.6617119999999999,112.09861599999999
2087,Female,26.0,1.633442,111.821817
2088,Female,26.0,1.6330200000000001,111.86318600000001
2089,Female,26.0,1.633887,111.87813200000001
2090,Female,26.0,1.643421,111.93998300000001
2091,Female,26.0,1.6405349999999999,111.555967
2092,Female,26.0,1.626483,111.35706200000001
2093,Female,26.0,1.64599,111.922491
2094,Female,26.0,1.643892,111.88453500000001
2095,Female,25.97731,1.617817,104.950776
2096,Female,25.955014000000002,1.626449,104.879602
2097,Female,25.996716,1.62658,105.037203
2098,Female,25.992348,1.606474,104.954291
2099,Female,25.974446,1.628855,108.090006
2100,Female,25.777565,1.628205,107.378702
2101,Female,25.722004000000002,1.62847,107.218949
2102,Female,25.765628,1.627839,108.10736000000001
2103,Female,21.016849,1.7242680000000001,133.033523
2104,Female,21.682367000000003,1.7323830000000002,133.043941
2105,Female,21.285965,1.72692,131.335786
2106,Female,20.976842,1.7107299999999999,131.408528
2107,Female,21.982942,1.748584,133.742943
2108,Female,22.524036,1.7522060000000002,133.689352
2109,Female,24.361936,1.73945,133.346641
2110,Female,23.664709,1.738836,133.47264099999998
